"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0070591","GO:0070591","ascospore wall biogenesis",37,0.614326817424825,2.0250617830125,7.05709424381273e-05,0.00111556374392578,0.000874279691743601,1130,"tags=51%, list=21%, signal=41%","YCL048W/YLR307W/YGR225W/YLR213C/YOL047C/YLR341W/YDR522C/YDR260C/YDR273W/YER046W/YOL048C/YLR054C/YDR403W/YNL084C/YMR148W/YHR184W/YLR343W/YBR043C/YOR298W"
"GO:0006096","GO:0006096","glycolytic process",26,-0.733068996045356,-2.02304420148063,8.12667823032287e-05,0.00122571183583952,0.000960603974303737,912,"tags=73%, list=17%, signal=61%","YOR347C/YOL056W/YCR012W/YDR050C/YGR254W/YMR205C/YKL060C/YKL152C/YCL040W/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YGR192C/YJL052W/YHR174W/YAL038W/YFR053C"
"GO:0009137","GO:0009137","purine nucleoside diphosphate catabolic process",26,-0.733068996045356,-2.02304420148063,8.12667823032287e-05,0.00122571183583952,0.000960603974303737,912,"tags=73%, list=17%, signal=61%","YOR347C/YOL056W/YCR012W/YDR050C/YGR254W/YMR205C/YKL060C/YKL152C/YCL040W/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YGR192C/YJL052W/YHR174W/YAL038W/YFR053C"
"GO:0009181","GO:0009181","purine ribonucleoside diphosphate catabolic process",26,-0.733068996045356,-2.02304420148063,8.12667823032287e-05,0.00122571183583952,0.000960603974303737,912,"tags=73%, list=17%, signal=61%","YOR347C/YOL056W/YCR012W/YDR050C/YGR254W/YMR205C/YKL060C/YKL152C/YCL040W/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YGR192C/YJL052W/YHR174W/YAL038W/YFR053C"
"GO:0046032","GO:0046032","ADP catabolic process",26,-0.733068996045356,-2.02304420148063,8.12667823032287e-05,0.00122571183583952,0.000960603974303737,912,"tags=73%, list=17%, signal=61%","YOR347C/YOL056W/YCR012W/YDR050C/YGR254W/YMR205C/YKL060C/YKL152C/YCL040W/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YGR192C/YJL052W/YHR174W/YAL038W/YFR053C"
"GO:0098660","GO:0098660","inorganic ion transmembrane transport",168,-0.461286273813832,-1.72863882174194,8.0769352810641e-05,0.00122571183583952,0.000960603974303737,391,"tags=15%, list=7%, signal=14%","YDR040C/YGR281W/YMR011W/YPR124W/YDR384C/YOL130W/YMR279C/YDR345C/YGL008C/YML116W/YPL092W/YHL040C/YLR136C/YEL065W/YIL047C/YGL255W/YER053C/YHL047C/YDR343C/YOL158C/YHR092C/YIL121W/YDR342C/YBR296C/YML123C"
"GO:0009154","GO:0009154","purine ribonucleotide catabolic process",28,-0.717520043713131,-2.01414753266732,8.28994111626129e-05,0.00123896938137578,0.00097099405993338,912,"tags=68%, list=17%, signal=57%","YOR347C/YOL056W/YCR012W/YDR050C/YGR254W/YMR205C/YKL060C/YKL152C/YCL040W/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YGR192C/YJL052W/YHR174W/YAL038W/YFR053C"
"GO:0000470","GO:0000470","maturation of LSU-rRNA",68,-0.586216496839022,-1.96588954627649,8.88802121276296e-05,0.00131638800664705,0.00103166789610449,1476,"tags=68%, list=27%, signal=50%","YHR052W/YNL002C/YNL061W/YHL001W/YPL043W/YNL069C/YGL135W/YPL220W/YHR088W/YNL110C/YGL076C/YIL133C/YER006W/YPR016C/YKL180W/YEL026W/YLL035W/YGR103W/YLR276C/YDR457W/YCL054W/YKL006W/YDR500C/YPL211W/YMR049C/YOR272W/YDL191W/YLL045C/YBR142W/YMR229C/YDL208W/YLR435W/YOL077C/YGL078C/YGL120C/YER131W/YDL136W/YJL177W/YER126C/YPL198W/YKR024C/YHL033C/YHR066W/YHR085W/YNR046W/YAL025C"
"GO:0045229","GO:0045229","external encapsulating structure organization",209,-0.44339677120109,-1.71916083208637,9.25941788481772e-05,0.00134712238961419,0.00105575477326659,439,"tags=19%, list=8%, signal=18%","YIL015W/YMR307W/YLR120C/YGR279C/YLR121C/YOR247W/YKL096W-A/YOL061W/YHR030C/YKL096W/YDR074W/YIL123W/YJL159W/YOR092W/YHL011C/YNL194C/YJR104C/YHR143W/YGR032W/YJL158C/YBL101C/YLR300W/YNR067C/YLR194C/YGL028C/YIL011W/YEL040W/YER150W/YLR413W/YER124C/YPR149W/YDR055W/YKL163W/YBR067C/YOL109W/YOL155C/YNL160W/YDR077W/YER011W"
"GO:0071555","GO:0071555","cell wall organization",209,-0.44339677120109,-1.71916083208637,9.25941788481772e-05,0.00134712238961419,0.00105575477326659,439,"tags=19%, list=8%, signal=18%","YIL015W/YMR307W/YLR120C/YGR279C/YLR121C/YOR247W/YKL096W-A/YOL061W/YHR030C/YKL096W/YDR074W/YIL123W/YJL159W/YOR092W/YHL011C/YNL194C/YJR104C/YHR143W/YGR032W/YJL158C/YBL101C/YLR300W/YNR067C/YLR194C/YGL028C/YIL011W/YEL040W/YER150W/YLR413W/YER124C/YPR149W/YDR055W/YKL163W/YBR067C/YOL109W/YOL155C/YNL160W/YDR077W/YER011W"
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process",52,-0.631734865910372,-2.02262564449975,9.61205638754436e-05,0.00136226040526922,0.00106761860420638,912,"tags=50%, list=17%, signal=42%","YOR347C/YOL056W/YCR012W/YDL185W/YDR050C/YBR127C/YJR069C/YGR254W/YMR205C/YBR252W/YKL060C/YKL152C/YLR432W/YML056C/YCL040W/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YGR192C/YHR216W/YJL052W/YHR174W/YAL038W/YFR053C"
"GO:0009073","GO:0009073","aromatic amino acid family biosynthetic process",24,-0.738647596369652,-2.019602309485,9.56791396763809e-05,0.00136226040526922,0.00106761860420638,930,"tags=58%, list=17%, signal=49%","YER090W/YGL202W/YHR137W/YBR249C/YDR035W/YDR127W/YNR033W/YIL020C/YGL148W/YGR204W/YBR248C/YOR202W/YER055C/YCL030C"
"GO:0046496","GO:0046496","nicotinamide nucleotide metabolic process",78,-0.55408906788317,-1.87481214211782,9.56803170179988e-05,0.00136226040526922,0.00106761860420638,959,"tags=45%, list=18%, signal=38%","YNL241C/YJL121C/YOR347C/YOL056W/YOR095C/YCR012W/YDR050C/YDL066W/YOR209C/YGR254W/YMR205C/YCR073W-A/YKL060C/YPR074C/YMR145C/YKL152C/YMR083W/YCL040W/YOL086C/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YHR183W/YBR145W/YDR481C/YHR163W/YGR192C/YJL052W/YPL061W/YHR174W/YAL038W/YDL022W/YFR053C"
"GO:0010389","GO:0010389","regulation of G2/M transition of mitotic cell cycle",23,0.6965540574123,2.04140786270555,9.73913878478845e-05,0.00136847386001643,0.00107248815767711,1102,"tags=57%, list=20%, signal=45%","YDR052C/YMR036C/YKL161C/YKL108W/YBR007C/YJL194W/YCL061C/YOR033C/YJL090C/YER173W/YDL017W/YML109W/YMR224C"
"GO:0009261","GO:0009261","ribonucleotide catabolic process",29,-0.720222151520069,-2.03166745693119,0.000111584660086774,0.00155040157548461,0.00121506692815543,912,"tags=69%, list=17%, signal=58%","YOR347C/YOL056W/YCR012W/YER005W/YDR050C/YGR254W/YMR205C/YKL060C/YKL152C/YCL040W/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YGR192C/YJL052W/YHR174W/YAL038W/YFR053C"
"GO:0071940","GO:0071940","fungal-type cell wall assembly",38,0.60617127873938,2.01105139773075,0.000112224931558801,0.00155040157548461,0.00121506692815543,1130,"tags=50%, list=21%, signal=40%","YCL048W/YLR307W/YGR225W/YLR213C/YOL047C/YLR341W/YDR522C/YDR260C/YDR273W/YER046W/YOL048C/YLR054C/YDR403W/YNL084C/YMR148W/YHR184W/YLR343W/YBR043C/YOR298W"
"GO:1904659","GO:1904659","D-glucose transmembrane transport",18,-0.784556602186851,-1.99588406753268,0.000116917024374106,0.00160176323392525,0.00125531963012198,323,"tags=44%, list=6%, signal=42%","YMR011W/YCL040W/YDR345C/YDR277C/YFR053C/YDR343C/YHR092C/YDR342C"
"GO:0071826","GO:0071826","protein-RNA complex organization",174,-0.457518351273965,-1.72292093124377,0.000122602505069431,0.00166577287879459,0.0013054846994779,1454,"tags=51%, list=27%, signal=38%","YML049C/YMR260C/YGR006W/YNL061W/YLR075W/YMR309C/YOR159C/YKR094C/YOL040C/YEL054C/YHR086W/YMR216C/YHL001W/YIL148W/YML024W/YPR102C/YMR288W/YOL080C/YLR106C/YDR060W/YCR077C/YOL139C/YDR447C/YPR163C/YHL034C/YIL110W/YOL127W/YKR059W/YMR146C/YLL008W/YIR026C/YGR085C/YPR016C/YPR112C/YDR429C/YMR186W/YHR021C/YMR268C/YJL191W/YEL055C/YKL006W/YBR079C/YIR012W/YPL211W/YCR031C/YAL035W/YJL138C/YNR054C/YOR272W/YLR048W/YDR190C/YOR369C/YGL099W/YLR167W/YMR229C/YML073C/YNR037C/YFL023W/YDL208W/YJR123W/YOL077C/YOR063W/YGL120C/YLR340W/YGR214W/YPR041W/YPL131W/YDR025W/YGR162W/YHR197W/YER025W/YHR066W/YLR448W/YOL121C/YML010W/YCR057C/YHR085W/YNL302C/YBR048W/YNL182C/YPL240C/YGR159C/YPL093W/YOR204W/YCR072C/YAL005C/YLL026W/YLR264W"
"GO:0000054","GO:0000054","ribosomal subunit export from nucleus",69,-0.581862765339861,-1.96142169403513,0.000123874220319855,0.00166925588693312,0.00130821437162642,1442,"tags=74%, list=26%, signal=55%","YDR101C/YHR170W/YFR002W/YGL097W/YAL059W/YJR042W/YKR094C/YOL040C/YIL148W/YOR294W/YLR106C/YGR285C/YGL135W/YPL220W/YHR088W/YOR185C/YER006W/YJL061W/YIR026C/YLR293C/YPR016C/YER036C/YGR081C/YMR230W/YLR074C/YLL034C/YOR098C/YER125W/YJL010C/YKL143W/YNL178W/YDR091C/YML026C/YLR048W/YDR361C/YGL099W/YNL209W/YDR450W/YJR123W/YKL009W/YOR293W/YER131W/YGR214W/YGL123W/YGR245C/YOL121C/YNL302C/YPL093W/YNR053C/YDL229W/YLR264W"
"GO:0033750","GO:0033750","ribosome localization",70,-0.561568206865498,-1.89678188813032,0.000128546513549665,0.00171813388841991,0.00134652060406324,1442,"tags=69%, list=26%, signal=51%","YGL097W/YAL059W/YJR042W/YKR094C/YOL040C/YIL148W/YOR294W/YLR106C/YGR285C/YGL135W/YPL220W/YHR088W/YOR185C/YER006W/YJL061W/YIR026C/YLR293C/YPR016C/YER036C/YGR081C/YMR230W/YLR074C/YLL034C/YOR098C/YER125W/YJL010C/YKL143W/YNL178W/YDR091C/YML026C/YLR048W/YDR361C/YGL099W/YNL209W/YDR450W/YJR123W/YKL009W/YOR293W/YER131W/YGR214W/YGL123W/YGR245C/YOL121C/YNL302C/YPL093W/YNR053C/YDL229W/YLR264W"
"GO:0019362","GO:0019362","pyridine nucleotide metabolic process",79,-0.55788763593611,-1.89920359074942,0.000130291488846719,0.00172741296503231,0.00135379271942601,959,"tags=46%, list=18%, signal=38%","YNL241C/YJL121C/YOR347C/YOL056W/YOR095C/YCR012W/YDR050C/YDL066W/YOR209C/YGR254W/YMR205C/YCR073W-A/YGL037C/YKL060C/YPR074C/YMR145C/YKL152C/YMR083W/YCL040W/YOL086C/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YHR183W/YBR145W/YDR481C/YHR163W/YGR192C/YJL052W/YPL061W/YHR174W/YAL038W/YDL022W/YFR053C"
"GO:0009135","GO:0009135","purine nucleoside diphosphate metabolic process",29,-0.715640673134963,-2.01874361042076,0.000147825057490219,0.00192876503582476,0.00151159457283231,912,"tags=66%, list=17%, signal=55%","YOR347C/YOL056W/YCR012W/YDR050C/YGR254W/YMR205C/YKL060C/YKL152C/YCL040W/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YGR192C/YJL052W/YHR174W/YAL038W/YFR053C"
"GO:0009179","GO:0009179","purine ribonucleoside diphosphate metabolic process",29,-0.715640673134963,-2.01874361042076,0.000147825057490219,0.00192876503582476,0.00151159457283231,912,"tags=66%, list=17%, signal=55%","YOR347C/YOL056W/YCR012W/YDR050C/YGR254W/YMR205C/YKL060C/YKL152C/YCL040W/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YGR192C/YJL052W/YHR174W/YAL038W/YFR053C"
"GO:0072526","GO:0072526","pyridine-containing compound catabolic process",30,-0.705233056316656,-1.99188954317211,0.00015424534104934,0.00199668772193003,0.00156482633604966,912,"tags=63%, list=17%, signal=53%","YOR347C/YOL056W/YCR012W/YDR050C/YGR254W/YMR205C/YKL060C/YKL152C/YCL040W/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YGR192C/YJL052W/YHR174W/YAL038W/YFR053C"
"GO:0005975","GO:0005975","carbohydrate metabolic process",238,-0.420433363972187,-1.64662435176734,0.000159136550299505,0.00203066653959621,0.00159145591270698,638,"tags=23%, list=12%, signal=21%","YLR286C/YMR205C/YCR073W-A/YKL060C/YDR001C/YNL117W/YMR145C/YMR305C/YKL035W/YEL011W/YIL162W/YKR043C/YKL152C/YMR307W/YGR279C/YFR017C/YBR126C/YCL040W/YOL086C/YIL099W/YOL136C/YLR446W/YDR074W/YIL123W/YDR516C/YER062C/YLR044C/YOR344C/YML100W/YOR120W/YBR196C/YHR183W/YBR145W/YGR032W/YBR218C/YHR163W/YGR192C/YFL053W/YLR300W/YPR184W/YKR058W/YNR067C/YOR178C/YJL052W/YHR174W/YGL028C/YMR105C/YAL038W/YDL022W/YEL040W/YLL026W/YFR053C/YLR258W/YPR160W/YFR015C"
"GO:0010564","GO:0010564","regulation of cell cycle process",237,0.358273824296828,1.58397487195611,0.000159340622632549,0.00203066653959621,0.00159145591270698,1265,"tags=34%, list=23%, signal=27%","YGR225W/YPR015C/YJL106W/YDR309C/YBR156C/YDR052C/YMR036C/YPL153C/YKL161C/YKR029C/YKL108W/YBL084C/YLR341W/YGL021W/YKR037C/YKL092C/YBR007C/YEL061C/YOR368W/YLR135W/YDR260C/YCL024W/YJR094C/YGL158W/YDR507C/YJL194W/YPL139C/YDL074C/YFR031C/YDR201W/YHR158C/YCL061C/YKR010C/YHR132W-A/YER032W/YOR066W/YHR061C/YDR195W/YLR381W/YLR127C/YGR113W/YOR195W/YJR089W/YOR249C/YJL013C/YDR318W/YDL089W/YPL242C/YNL201C/YOR033C/YPL269W/YGL086W/YLR182W/YJL090C/YFR003C/YPL209C/YDR285W/YNL298W/YMR198W/YDR303C/YER133W/YDR499W/YDR113C/YER173W/YDL017W/YML109W/YMR224C/YPR120C/YIL073C/YGR188C/YPR141C/YMR048W/YOR073W/YKL101W/YGL003C/YLR310C/YDR386W/YDR014W/YDR440W/YLR210W/YAL047C"
"GO:0006091","GO:0006091","generation of precursor metabolites and energy",199,-0.437649676699658,-1.68818035432802,0.000175402086621956,0.00221816177235766,0.00173839800830181,621,"tags=26%, list=11%, signal=24%","YKL085W/YMR205C/YCR073W-A/YER156C/YLL013C/YKL060C/YNL117W/YOR065W/YPR074C/YMR145C/YKL035W/YPL252C/YEL011W/YKL152C/YBR238C/YLR304C/YFR017C/YCL040W/YOL086C/YJR048W/YBR085W/YIL099W/YOL136C/YLR256W/YLR446W/YDR516C/YLR044C/YOR344C/YBR196C/YHR183W/YJR104C/YBR145W/YHR163W/YGR192C/YFL053W/YJL200C/YIL094C/YPR184W/YKR058W/YMR081C/YOR178C/YJL052W/YPL061W/YHR174W/YGR177C/YMR105C/YAL038W/YKL109W/YFR053C/YLR258W/YPR160W/YFR015C"
"GO:0000028","GO:0000028","ribosomal small subunit assembly",25,-0.730796961368776,-2.00275858987965,0.000176849728606918,0.00221939659412041,0.00173936575182698,1014,"tags=72%, list=19%, signal=59%","YPR112C/YHR021C/YJL191W/YCR031C/YNR054C/YLR048W/YOR369C/YLR167W/YNR037C/YJR123W/YGR214W/YDR025W/YOL121C/YCR057C/YNL302C/YBR048W/YGR159C/YLR264W"
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process",50,-0.623663295385703,-1.97186750574878,0.000184731317307222,0.00230074458828085,0.00180311907802264,912,"tags=48%, list=17%, signal=40%","YOR347C/YOL056W/YCR012W/YDL185W/YDR050C/YBR127C/YGR254W/YMR205C/YKL060C/YKL152C/YLR432W/YML056C/YCL040W/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YGR192C/YHR216W/YJL052W/YHR174W/YAL038W/YFR053C"
"GO:0007062","GO:0007062","sister chromatid cohesion",58,0.518393950249788,1.85426612627828,0.000187096121726783,0.00231267687307392,0.00181247054209404,1228,"tags=43%, list=22%, signal=34%","YPR046W/YOR144C/YPL024W/YIL026C/YPR007C/YFR027W/YFL008W/YCL061C/YPL253C/YLR381W/YDL003W/YJL013C/YDR318W/YOL017W/YBR088C/YCL016C/YJL074C/YMR044W/YDR180W/YGR188C/YPR141C/YMR048W/YOR073W/YMR078C/YDR014W"
"GO:1902749","GO:1902749","regulation of cell cycle G2/M phase transition",24,0.67683038077371,1.98785156641753,0.000193298091125058,0.00237150792395221,0.00185857708984345,1102,"tags=54%, list=20%, signal=43%","YDR052C/YMR036C/YKL161C/YKL108W/YBR007C/YJL194W/YCL061C/YOR033C/YJL090C/YER173W/YDL017W/YML109W/YMR224C"
"GO:0000480","GO:0000480","endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",33,-0.683931342212956,-1.97392881428864,0.000200254957417072,0.00243866037032346,0.0019112052076296,1100,"tags=70%, list=20%, signal=56%","YPR144C/YLR186W/YPR112C/YDL153C/YHR169W/YJL109C/YPR137W/YDR457W/YOR004W/YLR129W/YJL010C/YNR054C/YMR229C/YPL217C/YOR310C/YGL171W/YLR222C/YJR002W/YML093W/YER082C/YCR057C/YJL069C/YER127W"
"GO:0000463","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",52,-0.617810916878117,-1.97804533414319,0.000203632892968345,0.00246156232382323,0.00192915372285801,1162,"tags=60%, list=21%, signal=47%","YHR088W/YNL110C/YGL076C/YER006W/YPR016C/YKL180W/YLL035W/YGR103W/YLR276C/YDR457W/YCL054W/YDR500C/YPL211W/YMR049C/YOR272W/YDL191W/YBR142W/YMR229C/YLR435W/YOL077C/YGL078C/YGL120C/YER131W/YDL136W/YJL177W/YER126C/YPL198W/YKR024C/YHR066W/YHR085W/YAL025C"
"GO:0031505","GO:0031505","fungal-type cell wall organization",161,-0.453235741885401,-1.68776609758212,0.000205597790910428,0.00246717349092514,0.00193355125681417,439,"tags=19%, list=8%, signal=18%","YIL015W/YMR307W/YLR120C/YLR121C/YOR247W/YKL096W-A/YOL061W/YHR030C/YKL096W/YDR074W/YIL123W/YJL159W/YHL011C/YNL194C/YJR104C/YGR032W/YJL158C/YLR300W/YLR194C/YIL011W/YEL040W/YER150W/YLR413W/YPR149W/YDR055W/YKL163W/YBR067C/YOL109W/YOL155C/YDR077W/YER011W"
"GO:0044770","GO:0044770","cell cycle phase transition",194,0.366367101561029,1.57746989804384,0.000214291259772811,0.00255286109468479,0.00200070558323357,1265,"tags=36%, list=23%, signal=28%","YGR225W/YPR015C/YDR309C/YDR052C/YMR036C/YPL153C/YKL161C/YKL108W/YBL084C/YLR079W/YGL021W/YPR111W/YKL092C/YBR007C/YOR368W/YLR135W/YDR260C/YCL024W/YGL158W/YPL020C/YDR507C/YCR002C/YJL194W/YDL074C/YHR158C/YCL061C/YHR132W-A/YOR066W/YHR061C/YLR381W/YLR127C/YOL133W/YOR195W/YJR089W/YOR249C/YJL013C/YDL225W/YDL089W/YNL201C/YLL003W/YOR033C/YPL269W/YIL046W/YGL086W/YJL090C/YFR003C/YPL209C/YNL298W/YER133W/YDR499W/YER167W/YDL139C/YDR113C/YER173W/YDL017W/YDR054C/YML109W/YMR224C/YPR120C/YGR188C/YMR048W/YOR073W/YKL101W/YGL003C/YLR310C/YDR386W/YDR440W/YLR210W/YAL047C"
"GO:0043094","GO:0043094","cellular metabolic compound salvage",31,-0.682316131275111,-1.93785545653045,0.000243722732445887,0.00288259116648229,0.00225911870135378,885,"tags=45%, list=16%, signal=38%","YGL202W/YPR062W/YHR137W/YOR209C/YLR017W/YGL037C/YJR133W/YHR208W/YML022W/YML035C/YHR128W/YNL141W/YJR148W/YDR399W"
"GO:0008645","GO:0008645","hexose transmembrane transport",20,-0.754360432504429,-1.97186807650822,0.000264780047007509,0.00308722267574713,0.00241949068710109,323,"tags=40%, list=6%, signal=38%","YMR011W/YCL040W/YDR345C/YDR277C/YFR053C/YDR343C/YHR092C/YDR342C"
"GO:0015749","GO:0015749","monosaccharide transmembrane transport",20,-0.754360432504429,-1.97186807650822,0.000264780047007509,0.00308722267574713,0.00241949068710109,323,"tags=40%, list=6%, signal=38%","YMR011W/YCL040W/YDR345C/YDR277C/YFR053C/YDR343C/YHR092C/YDR342C"
"GO:0015698","GO:0015698","inorganic anion transport",29,-0.701711510859957,-1.9794509760069,0.00027410833910349,0.00317347964426858,0.00248709123100572,229,"tags=24%, list=4%, signal=23%","YMR279C/YML116W/YPL092W/YIL047C/YER053C/YBR296C/YML123C"
"GO:0009067","GO:0009067","aspartate family amino acid biosynthetic process",48,-0.61221941380079,-1.91876186123556,0.000281873662867361,0.00324056155072687,0.00253966406587891,885,"tags=44%, list=16%, signal=37%","YGL202W/YCR053W/YHR137W/YLR017W/YGL125W/YDR234W/YHR208W/YGR124W/YGR204W/YBR115C/YHR025W/YER052C/YJL200C/YGL184C/YIL094C/YIR034C/YNR050C/YDL182W/YPR145W/YJR148W/YFR055W"
"GO:0000278","GO:0000278","mitotic cell cycle",329,0.312827391859244,1.43358656708995,0.000305112472752031,0.00348336739725235,0.0027299537035708,1265,"tags=30%, list=23%, signal=24%","YNL225C/YLR313C/YDR309C/YDR052C/YPR046W/YMR036C/YKL161C/YKL108W/YBL084C/YLR079W/YGL021W/YOR127W/YPR111W/YKL092C/YBR007C/YEL061C/YOL006C/YIL140W/YDR260C/YCL024W/YIL144W/YGL158W/YPL020C/YMR294W/YDR507C/YFR027W/YCR002C/YBL031W/YJL194W/YGR152C/YDL074C/YFR031C/YFL008W/YHR158C/YCL061C/YOR269W/YHR132W-A/YPR188C/YOR066W/YOL069W/YPR171W/YHR061C/YDR195W/YLR381W/YOR058C/YPL124W/YLR127C/YGR113W/YOL133W/YOR195W/YJR089W/YOR249C/YDL003W/YJL013C/YDL225W/YDR318W/YDL089W/YPL242C/YOL146W/YLL003W/YOR033C/YPL269W/YDL117W/YIL046W/YGL086W/YJL090C/YPL174C/YFR003C/YBR088C/YPL209C/YIR010W/YDR356W/YNL298W/YMR198W/YNL078W/YER133W/YER167W/YDR180W/YDL139C/YDR113C/YER173W/YDL017W/YDR054C/YML109W/YGR140W/YMR224C/YPR120C/YGR188C/YPR141C/YMR048W/YOR073W/YKL101W/YGL003C/YLR310C/YDR386W/YDR440W/YLR210W/YAL047C"
"GO:0072524","GO:0072524","pyridine-containing compound metabolic process",90,-0.525435854416325,-1.82147942255504,0.000322073295692506,0.0036516448146102,0.00286183458386662,959,"tags=41%, list=18%, signal=34%","YNL241C/YJL121C/YOR347C/YOL056W/YOR095C/YCR012W/YDR050C/YDL066W/YOR209C/YGR254W/YMR205C/YCR073W-A/YGL037C/YKL060C/YPR074C/YMR145C/YKL152C/YMR083W/YMR096W/YCL040W/YOL086C/YOL136C/YLR446W/YDR516C/YOR344C/YBR196C/YHR183W/YBR145W/YDR481C/YHR163W/YGR192C/YJL052W/YPL061W/YHR174W/YAL038W/YDL022W/YFR053C"
"GO:0032502","GO:0032502","developmental process",200,0.351585817249289,1.51514429223565,0.000333828983677492,0.00375900581620409,0.00294597459279921,1145,"tags=33%, list=21%, signal=27%","YCL048W/YLR307W/YGR225W/YLR213C/YJL106W/YNL225C/YLR313C/YPR065W/YPL016W/YDR309C/YCR097W/YML066C/YPR036W-A/YBR010W/YOL047C/YLR341W/YDL001W/YDR522C/YDR104C/YEL072W/YDR260C/YCL024W/YJR094C/YNL031C/YDR273W/YCR002C/YER046W/YOL048C/YBR057C/YDR512C/YHR158C/YNL180C/YGR056W/YNL204C/YHR061C/YJL103C/YAL051W/YDL240W/YOR208W/YLR054C/YMR017W/YBR148W/YOR033C/YMR144W/YPR192W/YDR403W/YJL090C/YLL033W/YMR106C/YNL084C/YER075C/YDR208W/YMR148W/YPL123C/YER133W/YPL232W/YER179W/YHR184W/YNL012W/YDR371W/YLR343W/YBR043C/YMR224C/YIL073C/YOR298W/YJL048C"
"GO:0031570","GO:0031570","DNA integrity checkpoint signaling",56,0.521137452696532,1.84608599883015,0.000344785288362324,0.00385596608209293,0.00302196342968482,1301,"tags=45%, list=24%, signal=34%","YGR225W/YPR015C/YDR052C/YPL153C/YKL108W/YOR368W/YLR135W/YGL158W/YJL194W/YDL074C/YCL061C/YJL013C/YNL201C/YGL086W/YJL090C/YPL209C/YER133W/YDR499W/YER173W/YDL017W/YMR224C/YMR048W/YDR386W/YDR440W/YLR288C"
"GO:0000472","GO:0000472","endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",34,-0.65423517557882,-1.88808859081502,0.000347219255672976,0.00385694902923224,0.00302273377627114,1100,"tags=65%, list=20%, signal=52%","YPR144C/YLR186W/YPR112C/YDL153C/YHR169W/YJL109C/YPR137W/YDR457W/YOR004W/YLR129W/YJL010C/YNR054C/YMR229C/YPL217C/YOR310C/YGL171W/YLR222C/YJR002W/YML093W/YER082C/YCR057C/YJL069C"
"GO:0006974","GO:0006974","DNA damage response",345,0.318109058285936,1.46145303752462,0.000353251972039412,0.00389762578545499,0.0030546126017396,1580,"tags=42%, list=29%, signal=32%","YIL132C/YPR015C/YDR191W/YDR078C/YDR076W/YLR151C/YDR317W/YOR144C/YKL045W/YPL024W/YBR010W/YPL153C/YKL108W/YOR244W/YBL003C/YGL021W/YNL133C/YMR201C/YOR368W/YER142C/YNL136W/YPR007C/YOL086W-A/YDL002C/YLR135W/YNL031C/YGL158W/YFR027W/YNL250W/YPR175W/YOR328W/YDL074C/YFL008W/YJR043C/YCL061C/YHR090C/YGR056W/YDR182W/YAR007C/YOL133W/YGL163C/YDL059C/YDL003W/YNL107W/YDL013W/YLR035C/YLR376C/YHR120W/YNL201C/YOL146W/YOL090W/YOR033C/YDR359C/YDR363W-A/YLR442C/YBR202W/YOL034W/YJL090C/YMR106C/YFL024C/YBR088C/YPL001W/YOR005C/YLR005W/YJL006C/YIL128W/YGL113W/YBR073W/YDR263C/YJL074C/YDR004W/YKL057C/YLL002W/YMR284W/YDL020C/YER133W/YOR189W/YDR499W/YDR227W/YDR180W/YDR092W/YER179W/YDR113C/YGL168W/YER173W/YDL017W/YDR460W/YML069W/YMR156C/YDR489W/YER028C/YMR224C/YLR274W/YIL139C/YJR052W/YDL105W/YMR048W/YOR258W/YGL090W/YMR078C/YMR167W/YFR038W/YDR386W/YAL015C/YKL067W/YCR014C/YDR440W/YLR265C/YJL142C/YKL113C/YDL200C/YLR320W/YLR288C/YGL127C/YGR258C/YIL143C/YKR095W/YPR019W/YJL168C/YMR114C/YPR023C/YOL095C/YPL127C/YNL082W/YBR163W/YER041W/YLR394W/YOR023C/YBR275C/YBL023C/YLR321C/YLR103C/YBR089C-A/YER104W/YDR363W/YGL087C/YIL035C/YDR311W/YOR346W/YIL126W/YLR183C/YPR052C/YOR061W/YKL032C/YPL164C/YOR123C"
